SR_No,Survey Registered Date,Survey ID,Mode of Survey,Survey Location,Survey Type,Survey Subtype,LR No,LR Date,Vehicle Number,Other Vehicle Numbers,Vehicle Gross Weight (Kg),Vehicle Tare Weight (Kg),UOM,Cargo Length,Cargo Breadth,Cargo Height,Cargo Weight (Kg),Gross Weight (KG),Unit of Qty,Product Qty,Unit Rate,Tax Rate,Gross Total,Invoice Date,Invoice Value,Sum Assured,Consignor GSTIN,Consignor Name,Consignor City,Consignor State,Consignee GSTIN,Consignee Name,Consignee City,Consignee State,Insurer GSTIN,Insurer Name,Insurer City,Insurer State,Carrier GSTIN,Carrier Name,Carrier City,Carrier State,Shipped From,Shipped To,Weather at Loading Port,Weather at Destination Port,External Packaging Detail,Internal Packaging Detail,Other Packaging Detail,Marks and Numbers (Container/Conveyance),Marks and Numbers (Cargo),Package Observation (Container/Conveyance),Package Observation (Cargo),Lashing (Cargo),Dunnage and Chocking (Cargo),Damages and Other Observation (Container),Damages and Other Observation (Cargo),Invoice and Packing List,Copy of L/R or Delivery Challan,Copy of E-way Bill,Copy of Vehicle Registration Certificate,Copy of Vehicle Fitness Certificate,Date of Factory Stuffing,Date of Cargo expected to leave,Date of L/R (anticipated),Survey Completed Date,Status,Survey Done By,source,Exposure_Value,Delay_Days,Route,Delay_LR_minus_Stuffing,Delay_Stuffing_minus_LR,Delay_Abs_Days,HSN2,from_lat,from_lon,to_lat,to_lon,distance_km,is_intracity,distance_usable,invoice_value,gross_total,sum_assured,exposure_value,eWayBill,eWayBill_12,eWayBillDate,ewaybill_is_valid_12,ewaybill_digits,origin_city,destination_city,route,origin_lat,origin_lon,dest_lat,dest_lon,dispatch_date,arrival_date,delay_days,consignor,consignee,carrier,client_tag,source_file,pipeline_version,run_date,Driver License No,Driver DOB,Driver Mobile No,HSN Code,Product Model No,Product Description,Consignor Address,Consignor Pincode,Consignee Address,Consignee Pincode,Insurer Address,Insurer Pincode,Carrier Address,Carrier PIN
85,2025-11-29,V2CSSRY101097,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,MH48CB8238,,"16,100","4,672",FT,9.6,7.6,9.6,"5,000","5,000",Numbers,1,"28,50,000",18.0,,2025-11-29,,,24AAACV2809D1ZS,,VADODARA ,Gujarat,27AAACV2809D1ZM,,Mumbai,Maharashtra,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24CUOPS2908D1ZJ,,Vadodara,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: MH48CB8238,   ",UNIT SERIAL NUMBER W2540000711,"Vehicle Number: MH48CB8238,   ",,10 WELDING ON BASE FRAME ,3 BELT USE , , ,Yes,Yes,Yes,Yes,Yes,2025-11-29,2025-11-29,2025-11-29,2025-11-29 07:29:28 PM,Approved,Prashant,,,,,,,,,,,,,,,,"33,63,000","33,63,000","36,99,300",,652012744146.0,,2025-11-28,False,6520127441460,Vadodara,Thane,,,,,,,,,VOLTAS LIMITED,VOLTAS LIMITED,RAVINDER SINGH,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,UP5120210010990,2002-08-14 18:30:00,8793501658.0,84186100.0,Product Model No, ACEGAFXR1601ML160 NTR 1C AIR COOLED FLOODED,PLOT NO 1 SIDDHI INDUSTRIAL PARK NEAR GB WAGHODIA ,391760.0,DR BABASAHEB AMBEDKAR ROAD    VOLTAS HOUSE A  CHINCHPOKLI,400033.0,Bank Street    34/38  Fort,400023.0,KARELIBAUG  3RD FLOOR  26  Vadodara,390019.0
86,2025-11-29,V2CSSRY101098,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,MH43BP8136,,"12,500","5,000",FT,9.1,7.4,9.1,"5,000","5,000",Numbers,1,"34,50,000",18.0,,2025-11-29,,,24AAACV2809D1ZS,,VADODARA ,Gujarat,27AAACV2809D1ZM,,Mumbai,Maharashtra,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AJTPG5264G1Z1,,Valsad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: MH43BP8136,   ",UNIT SERIAL NUMBER W250000111,"Vehicle Number: MH43BP8136,   ",,6 WELDING ON BASE FRAME ,2 BELT USE , ,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2025-11-29,2025-11-29,2025-11-29,2025-11-29 11:35:38 PM,Approved,Prashant,,,,,,,,,,,,,,,,"40,71,000","40,71,000","44,78,100",,612012954011.0,,2025-11-28,False,6120129540110,Vadodara,Thane,,,,,,,,,VOLTAS LIMITED,VOLTAS LIMITED,SHYAMSUNDER BHIMSAIN GOYAL,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,UP3620210008080,2000-12-11 18:30:00,9152128495.0,84186100.0,Product Model No, ACEGAFVXR1501M HBGE-AC VFD SCREW CHILLER (ACEGAFVXR1501M,PLOT NO 1 SIDDHI INDUSTRIAL PARK NEAR GB WAGHODIA ,391760.0,DR BABASAHEB AMBEDKAR ROAD    VOLTAS HOUSE A  CHINCHPOKLI,400033.0,Bank Street    34/38  Fort,400023.0,Chanod Colony Road  1 st Floor  Flat No B-1  Vapi,396195.0
87,2025-11-30,V2CSSRY101101,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,GJ06YY7603,,"18,500","7,270",FT,7.1,9.0,7.1,"8,500","8,500",Numbers,1,"66,75,000",18.0,,2025-11-30,,,24AAACV2809D1ZS,,VADODARA ,Gujarat,24AAACC7852K1ZJ,,Vadodara,Gujarat,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24ABIPC0600R2ZV,,Vadodara,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: GJ06YY7603,   ",UNIT SERIAL NUMBER W250000211,"Vehicle Number: GJ06YY7603,   ",,10 WELDING ON BASE FRAME ,3 BELT USE , , ,Yes,Yes,Yes,Yes,Yes,2025-11-30,2025-11-30,2025-11-30,2025-11-30 04:17:09 PM,Approved,Prashant,,,,,,,,,,,,,,,,"78,76,500","78,76,500","86,64,150",,682013062231.0,,2025-11-29,False,6820130622310,Vadodara,Valsad,,,,,,,,,VOLTAS LIMITED,COROMANDEL INTERNATIONAL LIMITED,CHAUHAN PRADEEPSINH,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,GJ0620080054727,1989-06-03 18:30:00,7905987951.0,84186100.0,Product Model No, ACEGWFVXR5501M HPCI-WC VFD SCREW CHILLER (ACEGWFVXR5501 ,VOLTAS LIMITED PLOT NO 1 SIDDHI INDUTRIAL PARK WAGHODIA ,391760.0,"Ankaleshwar  GIDC  GIDC 3204/A, 3204/B, 3205/A  Ankaleshwar",393002.0,Bank Street    34/38  Fort,400023.0,SAMA SAVLI ROAD  4 TH FLOOR  3/59  VADODARA,390024.0
88,2025-12-06,V2CSSRY101103,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,DD01V9096,,"18,500","4,875",FT,10.5,8.3,10.5,"10,500","10,500",Numbers,1,"95,59,000",18.0,,2025-12-06,,,24AAACV2809D1ZS,,VADODARA ,Gujarat,37AAACD6745J2ZE,,Visakhapatnam,Andhra Pradesh,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AJTPG5264G1Z1,,Valsad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,Vehicle Number: DD01V9096  ,UNIT SERIAL NUMBER W250000411,Vehicle Number: DD01V9096  ,,16 WELDING ON BASE FRAME ,5 BELT USE , ,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2025-12-06,2025-12-06,2025-12-06,2025-12-06 07:19:53 PM,Approved,Prashant,,,,,,,,,,,,,,,,"1,12,79,620","1,12,79,620","1,24,07,582",,602016744572.0,,2025-12-05,False,6020167445720,Vadodara,Visakhapatnam,,,,,,,,,VOLTAS LIMITED,DIVIS LABORATORIES LIMITED,SHYAMSUNDER BHIMSAIN GOYAL,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,MH1620100033567,1984-05-04 18:30:00,8708031299.0,84186100.0,Product Model No,ACWDX090M20EO8 4YLG-BRINE COMPRESSOR 91TR@-20°C , PLOT NO 1 SIDDHI INDUSTRIAL PARK NEAR GB WAGHODIA   ,391760.0,BHEEMUNIPATNAM MANDAL    SEZ DEVELOPER  CHIPPADA Village,531162.0,Bank Street    34/38  Fort,400023.0,Chanod Colony Road  1 st Floor  Flat No B-1  Vapi,396195.0
89,2025-12-11,V2CSSRY101105,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,RJ06GD6077,,"18,500","8,120",FT,9.3,7.5,9.3,"6,500","6,500",Numbers,1,"35,90,000",18.0,,2025-12-11,,,24AAACV2809D1ZS,,VADODARA ,Gujarat,27AAACV2809D1ZM,,Mumbai,Maharashtra,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AUVPD2913L1ZF,,Vadodara,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: RJ06GD6077,   ",UNIT SERIAL NUMBER W250000211,"Vehicle Number: RJ06GD6077,   ",,14 WELDING ON BASE FRAME ,3 BELT USE ,Flatbed trailer,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2025-12-11,2025-12-11,2025-12-11,2025-12-11 09:11:03 PM,Approved,Prashant,,,,,,,,,,,,,,,,"42,36,200","42,36,200","46,59,820",,622019536985.0,,2025-12-10,False,6220195369850,Vadodara,Thane,,,,,,,,,VOLTAS LIMITED,VOLTAS LIMITED,NAVEEN S DADHICH,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,RJ0620190005184,1996-12-31 18:30:00,9173757440.0,84186100.0,Product Model No, ACEGAFVXR1801M H-AC VFD SCREW CHILLER,PLOT NO 1 SIDDHI INDUSTRIAL PARK NEAR GB WAGHODIA  ,391760.0,DR BABASAHEB AMBEDKAR ROAD    VOLTAS HOUSE A  CHINCHPOKLI,400033.0,Bank Street    34/38  Fort,400023.0,VIP ROAD  FIRST FLOOR  F-8  Vadodara,390018.0
90,2025-12-11,V2CSSRY101106,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,MH42BF5550,,"18,500","7,480",FT,9.3,7.5,9.3,"6,498","6,498",Numbers,1,"35,90,000",18.0,,2025-12-11,,,24AAACV2809D1ZS,,VADODARA ,Gujarat,27AAACV2809D1ZM,,Mumbai,Maharashtra,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AUVPD2913L1ZF,,Vadodara,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: MH42BF5550,   ",UNIT SERIAL NUMBER W250000111,"Vehicle Number: MH42BF5550,   ",,16 WELDING ON BASE FRAME ,3 BELT USE ,Flatbed trailer,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2025-12-11,2025-12-11,2025-12-11,2025-12-11 09:36:35 PM,Approved,Prashant,,,,,,,,,,,,,,,,"42,36,200","42,36,200","46,59,820",,672019538113.0,,2025-12-10,False,6720195381130,Vadodara,Thane,,,,,,,,,VOLTAS LIMITED,VOLTAS LIMITED,NAVEEN S DADHICH,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,MH1220030387389,1979-06-02 18:30:00,9173757440.0,84186100.0,Product Model No, ACEGAFVXR1801M H-AC VFD SCREW CHILLER,PLOT NO 1 SIDDHI INDUTRIAL PARK NEAR GB WAGHODIA 391760,391760.0,DR BABASAHEB AMBEDKAR ROAD    VOLTAS HOUSE A  CHINCHPOKLI,400033.0,Bank Street    34/38  Fort,400023.0,VIP ROAD  FIRST FLOOR  F-8  Vadodara,390018.0
91,2025-12-11,V2CSSRY101107,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,MH48DC7752,,"18,500","7,550",FT,9.3,7.5,9.3,"7,998","7,998",Numbers,2,"19,90,000",18.0,,2025-12-11,,,24AAACV2809D1ZS,,VADODARA ,Gujarat,27AAGCP9533Q1ZK,,Mumbai,Maharashtra,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AJTPG5264G1Z1,,Valsad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: MH48DC7752,   ","UNIT SERIAL NUMBER W250000108,W250000208","Vehicle Number: MH48DC7752,   ",,14 WELDING ON BASE FRAME ,4 BELT USE ,Flatbed trailer,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2025-12-11,2025-12-11,2025-12-11,2025-12-11 10:17:23 PM,Approved,Prashant,,,,,,,,,,,,,,,,"46,96,400","46,96,400","51,66,040",,662019555362.0,,2025-12-10,False,6620195553620,Vadodara,Mumbai,,,,,,,,,VOLTAS LIMITED,PATSON TECHNO SOLUTIONS PRIVATE LIMITED,SHYAMSUNDER BHIMSAIN GOYAL,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,UP5120160016786,1992-02-18 18:30:00,8446713173.0,84186100.0,Product Model No, ACEGAFXR0801ML DC-AC SCREW CHILLER (ACEGAFXR0801ML),PLOT NO 1 SIDDHI INDUTRIAL PARK NEAR GB WAGHODIA ,391760.0,Pratiksha Nager Road  3rd Floor  H2 / Room No 302  Mumbai,400022.0,Bank Street    34/38  Fort,400023.0,Chanod Colony Road  1 st Floor  Flat No B-1  Vapi,396195.0
92,2025-12-11,V2CSSRY101108,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,MH48AY3288,,"18,500","11,270",FT,9.0,7.5,9.0,"3,999","3,999",Numbers,1,"19,90,000",18.0,,2025-12-11,,,24AAACV2809D1ZS,,VADODARA,Gujarat,27AAGCP9533Q1ZK,,Mumbai,Maharashtra,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AJTPG5264G1Z1,,Valsad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: MH48AY3288,  Other Vehicle Numbers: ,    Flatbed trailer",Serial No.: W250000308,"Vehicle Number: MH48AY3288,  Other Vehicle Numbers: ,    Flatbed trailer",,03 BETLS,08 NOS WELDING,Flatbed trailer,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2025-12-11,2025-12-11,2025-12-11,2025-12-11 11:32:00 PM,Approved,Prashant,,,,,,,,,,,,,,,,"23,48,200","23,48,199","25,83,020",,602019560847.0,,2025-12-10,False,6020195608470,Vadodara,Mumbai,,,,,,,,,VOLTAS LIMITED,PATSON TECHNO SOLUTIONS PRIVATE LIMITED,SHYAMSUNDER BHIMSAIN GOYAL,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,MH04 19960032977,1978-06-04 18:30:00,9328762266.0,84186100.0,Product Model No,ACEGAFXR0801ML DC-AC SCREW CHILLER,"Voltas limited , plot no 1 siddhi industrial waghodia",391760.0,Pratiksha Nager Road  3rd Floor  H2 / Room No 302  Mumbai,400022.0,Bank Street    34/38  Fort,400023.0,Chanod Colony Road  1 st Floor  Flat No B-1  Vapi,396195.0
93,2025-12-15,V2CSSRY101110,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,GJ16AW6374,,"18,500","8,339",FT,9.3,7.4,9.3,"7,000","7,000",Numbers,2,"20,00,000",18.0,,2025-12-15,,,24AAACV2809D1ZS,,VADODARA,Gujarat,19AABCS7831B1ZH,,Kolkata,West Bengal,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,VADODARA,Maharashtra,24AAACI5607C1Z5,,Ahmedabad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: GJ16AW6374,  Other Vehicle Numbers: ,    Flatbed trailer","Serial No.: W250000510,W250000610","Vehicle Number: GJ16AW6374,  Other Vehicle Numbers: ,    Flatbed trailer",,06 BELTAS,WELDING 16 NOS,Flatbed trailer,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2025-12-15,2025-12-15,2025-12-15,2025-12-15 09:57:30 PM,Approved,Prashant,,,,,,,,,,,,,,,,"47,20,000","47,20,000","51,92,000",,602021449518.0,,2025-12-14,False,6020214495180,Vadodara,Murshidabad,,,,,,,,,VOLTAS LIMITED,SHINRYO SUVIDHA ENGINEERS INDIA PRIVATE LIMITED,INLAND WORLD LOGISTICS PRIVATE LIMITED,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,HR-4820160025707,1987-03-01 18:30:00,9813989919.0,84186100.0,Product Model No,  ACEGAFXR0901ML90 TR 1C A/C FLOODED SCREW CHP,"Voltas limited , plot no 1 Siddhi industrial near GEB, Waghodia , Vadodara ",391760.0,Lake Temple Road    19  Kolkata,700029.0,"Plot No.1, Siddhi Industrial Infrastructure Park Near GEB Substation, Opp. Persang Alloys Village Waghodia",400023.0,"Ved Mandir Road, Kankaria    7A  Ahmedabad",380022.0
94,2025-12-19,V2CSSRY101113,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,GJ23Y7074,,"17,000","7,500",FT,9.8,7.4,9.8,"9,499",-1,Numbers,1,"55,12,900",18.0,,2025-12-19,,,24AAACV2809D1ZS,,VADODARA,Gujarat,24AAKCK4535F1ZM,,Surat,Gujarat,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AJTPG5264G1Z1,,Valsad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: GJ23Y7074,  Other Vehicle Numbers: ,    Flatbed trailer",Serial No.: W250000112,"Vehicle Number: GJ23Y7074,  Other Vehicle Numbers: ,    Flatbed trailer",,04 BELTS,08 NOS WELDING,Flatbed trailer,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2025-12-19,2025-12-19,2025-12-19,2025-12-19 10:35:44 AM,Approved,Prashant,,,,,,,,,,,,,,,,"65,05,222","65,05,222","71,55,744",,632023627421.0,,2025-12-18,False,6320236274210,Vadodara,Surat,,,,,,,,,VOLTAS LIMITED,KARTIK REFRIGERATION PRIVATE LIMITED,SHYAMSUNDER BHIMSAIN GOYAL,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,UP83 20190000465,1986-02-16 18:30:00,7060143116.0,84186100.0,Product Model No,  ACEGAFVXR2802M HTHS-AC VFD SCREW CHILLER (ACEGAFVXR2802M H) ,"Voltas Limited, plot no 1, siddhi industrial near GEB, Vadodara , Waghodia",391760.0,A. K. Road  Ground Floor  Plot No 17-18-19  Surat,395006.0,Bank Street    34/38  Fort,400023.0,Chanod Colony Road  1 st Floor  Flat No B-1  Vapi,396195.0
95,2025-12-19,V2CSSRY101115,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,GJ07YZ3329,,"18,500","7,499",FT,9.8,7.4,9.8,"9,500","9,500",Numbers,1,"55,12,900",18.0,,2025-12-19,,,24AAACV2809D1ZS,,VADODARA,Gujarat,24AAKCK4535F1ZM,,Surat,Gujarat,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AJTPG5264G1Z1,,Valsad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: GJ07YZ3329,  Other Vehicle Numbers: ,    Flatbed trailer",Serial No.: W250000212,"Vehicle Number: GJ07YZ3329,  Other Vehicle Numbers: ,    Flatbed trailer",,04 NOS BELTS,08 NOS WELDING,Flatbed trailer,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2025-12-19,2025-12-19,2025-12-19,2025-12-19 11:19:13 AM,Approved,Prashant,,,,,,,,,,,,,,,,"65,05,222","65,05,222","71,55,744",,672023627845.0,,2025-12-18,False,6720236278450,Vadodara,Surat,,,,,,,,,VOLTAS LIMITED,KARTIK REFRIGERATION PRIVATE LIMITED,SHYAMSUNDER BHIMSAIN GOYAL,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,UP51 20011921950,1982-06-25 18:30:00,9328762266.0,84186100.0,Product Model No,  ACEGAFVXR2802M HTHS-AC VFD SCREW CHILLER (ACEGAFVXR2802M H),"Voltas limited, Plot No 1, Siddhi Industrial near GEB, Vadodara, Waghoida",391760.0,A. K. Road  Ground Floor  Plot No 17-18-19  Surat,395006.0,Bank Street    34/38  Fort,400023.0,Chanod Colony Road  1 st Floor  Flat No B-1  Vapi,396195.0
96,2025-12-19,V2CSSRY101118,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,GJ01DZ2701,,"18,500","7,500",FT,9.8,7.4,9.8,"9,499","9,499",Numbers,1,"55,12,900",18.0,,2025-12-19,,,24AAACV2809D1ZS,,VADODARA ,Gujarat,24AAKCK4535F1ZM,,Surat,Gujarat,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AJTPG5264G1Z1,,Valsad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: GJ01DZ2701,   ",UNIT SERIAL NUMBER W250000312,"Vehicle Number: GJ01DZ2701,   ",,15 WELDING ON BASE FRAME ,4 BELT USE ,Flatbed trailer,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2025-12-19,2025-12-19,2025-12-19,2025-12-19 07:58:07 PM,Approved,Prashant,,,,,,,,,,,,,,,,"65,05,222","65,05,222","71,55,744",,672024124796.0,,2025-12-18,False,6720241247960,Vadodara,Surat,,,,,,,,,VOLTAS LIMITED,KARTIK REFRIGERATION PRIVATE LIMITED,SHYAMSUNDER BHIMSAIN GOYAL,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,UP3620230013219,2002-02-04 18:30:00,9328762266.0,84186100.0,Product Model No, ACEGAFVXR2802M HTHS-AC VFD SCREW CHILLER (ACEGAFVXR2802M,SIDDHI INDUSTRIAL PARK NEAR GB WAGHODIA 391760,391760.0,A. K. Road  Ground Floor  Plot No 17-18-19  Surat,395006.0,Bank Street    34/38  Fort,400023.0,Chanod Colony Road  1 st Floor  Flat No B-1  Vapi,396195.0
97,2025-12-19,V2CSSRY101119,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,GJ27TT7814,,"18,500","8,390",FT,9.8,7.4,9.8,"9,498","9,498",Numbers,1,"55,12,900",18.0,,2025-12-19,,,24AAACV2809D1ZS,,VADODARA ,Gujarat,24AAKCK4535F1ZM,,Surat,Gujarat,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AJTPG5264G1Z1,,Valsad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: GJ27TT7814,     ",UNIT SERIAL NUMBER W250000412,"Vehicle Number: GJ27TT7814,   ",,15 WELDING ON BASE FRAME ,3 BELT USE ,Flatbed trailer,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2025-12-19,2025-12-19,2025-12-19,2025-12-19 11:44:39 PM,Approved,Prashant,,,,,,,,,,,,,,,,"65,05,222","65,05,222","71,55,744",,622024208871.0,,2025-12-18,False,6220242088710,Vadodara,Surat,,,,,,,,,VOLTAS LIMITED,KARTIK REFRIGERATION PRIVATE LIMITED,SHYAMSUNDER BHIMSAIN GOYAL,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,UP5520220004395,2001-12-31 18:30:00,9236633850.0,84186100.0,Product Model No, ACEGAFVXR2802M HTHS-AC VFD SCREW CHILLER (ACEGAFVXR2802M ,SIDDHI INDUSTRIAL PARK NEAR GB WAGHODIA 391760    ,391760.0,A. K. Road  Ground Floor  Plot No 17-18-19  Surat,395006.0,Bank Street    34/38  Fort,400023.0,Chanod Colony Road  1 st Floor  Flat No B-1  Vapi,396195.0
98,2025-12-20,V2CSSRY101121,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,HR63D3516,,"39,500","12,000",FT,9.6,7.4,9.6,"8,998","8,998",Numbers,2,"25,50,000",18.0,,2025-12-20,,,24AAACV2809D1ZS,,VADODARA ,Gujarat,05AABFS3800R3Z0,,Dehradun,Uttarakhand,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AAACI5607C1Z5,,Ahmedabad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: HR63D3516,  Other Vehicle Numbers: ,    Flatbed trailer",UNIT SERIAL NUMBER W250000509 W250000609,"Vehicle Number: HR63D3516,  Other Vehicle Numbers: ,    Flatbed trailer",,16 WELDING ON BASE FRAME ,6 BELT USE ,Flatbed trailer,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2025-12-20,2025-12-20,2025-12-20,2025-12-20 10:03:33 PM,Approved,Prashant,,,,,,,,,,,,,,,,"60,18,000","60,18,000","66,19,800",,612024780433.0,,2025-12-19,False,6120247804330,Vadodara,Dehradun,,,,,,,,,VOLTAS LIMITED,SUPERMAX LABORATORIES,INLAND WORLD LOGISTICS PRIVATE LIMITED,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,UP8120230000334,1987-07-08 18:30:00,9027538078.0,84186100.0,Product Model No, ACEGAFXR1251M L-125 TR 1C A/C FLOODED SCREW CHP,"Plot No.1, Siddhi Industrial Infrastructure Park. Near GEB Substation, Opp. Persang Alloys Waghodia Road,Village Waghodia. VADODARA-VADODARA 391760",391760.0,PHARMACITY    PLOT NO. 40  Selaqui,248011.0,Bank Street    34/38  Fort,400023.0,"Ved Mandir Road, Kankaria    7A  Ahmedabad",380022.0
